
Philosophy & Public Affairs,Culture and Society,1780-1950
Williams,Raymond,The First World War
Keegan,John,1934,Tom Jones
Fielding,Henry,1707-1754,Seize the Day
Bellow,Saul,The Trial of Socrates
Plato,Image,Music,Text
Barthes,Roland,Fundamentals of Corporate Finance
Ross,Stephen A.,Eumenides
Aeschylus,Confessions
Rousseau,Jean-Jacques,1712-1778,Distinction : A Social Critique of the Judgement of Taste
Bourdieu,Pierre,1930-2002,The Lady of Shalott
Tennyson,Alfred Tennyson,Baron,1809-1892,Democracy and Education
Dewey,John,1859-1952,Lenin
Trotsky,Leon,1879-1940,World Heritage 2008-09
Unesco,Dr. Faustus
Marlowe,Christopher,1564-1593,My Antonia
Cather,Willa,1873-1947,George Washington
Jefferson,Thomas,The Journal of Education
The Emancipation Proclamation,Lincoln,Abraham,1809-1865
Encounters With the Archdruid,McPhee,John,1931
The Plague,Camus,Albert,1913-1960
The Cherry Orchard,Chekhov,Anton Pavlovich,1860-1904
Tradition and the Individual TalentEliot,T. S.
Perspecta,Don Juan
Byron,George Gordon Byron,Baron,1788-1824,Much Ado About Nothing
Shakespeare,William,1564-1616,Introduction to Electrodynamics
Griffiths,David J. (David Jeffery),1942,Marx
McLellan,David,Code and Other Laws of Cyberspace
Lessig,Lawrence,Computer Architecture : A Quantitative Approach
Patterson,David A.,The Philosophy of History
Hegel,Georg Wilhelm Friedrich,1770-1831,A Farewell to Arms
Hemingway,Ernest,1899-1961,Richard III
Shakespeare,William,1564-1616,Experience and Education
Dewey,John,1859-1952,Timaeus
Plato,The Origins of Totalitarianism
Arendt,Hannah,1906-1975,The Rover
Behn,Aphra,1640-1689,Endgame
Beckett,Samuel,1906-1989,Selected Writings,1877-1930
Power,D'Arcy,Sir,1855-1941,Gargantua
Rabelais,François,Approximately 1490-1553,Hegel
Heidegger,Martin,1889-1976,Institutes of the Christian Religion
Calvin,Jean,1509-1564,The Developing Person
Berger,Kathleen Stassen,A Short Guide to Writing About History
Marius,Richard,Mansfield Park
Austen,Jane,1775-1817,On the Genealogy of Morals
Nietzsche,Friedrich Wilhelm,1844-1900,Economic Development
Todaro,Michael P.,Microelectronic Circuits
Sedra,Adel S.,What Is to Be Done
Lenin,Vladimir Ilʹich,1870-1924,Understanding Media : The Extensions of Man
McLuhan,Marshall,1911-1980,Ethics
Spinoza,Benedictus De,1632-1677,A Rulebook for Arguments
Weston,Anthony,1954,Fairy Tales
Grimm,Albert Ludwig,1786-1872,Social Learning Theory
Bandura,Albert,1925,The English Language
Crystal,David,1941,The Cambridge Encyclopedia of Language
Crystal,David,1941,Gender: A Useful Category of Historical Analysis
Scott,Joan W.,The American Historical Review
The Mill on the Floss,Eliot,George,1819-1880
On the Social Contract,Rousseau,Jean-Jacques,1712-1778
On Being Sane in Insane PlacesRosenhan,D. L.
Science,Absalom,Absalom
Faulkner,William,1897-1962,Modern Latin America
Skidmore,Thomas E.,What Is History
Carr,Edward Hallett,1892-1982,TCP/IP Illustrated
Stevens,W. Richard,Music for Sight Singing
Ottman,Robert W.,Archaeology
Renfrew,Colin,The Geographical Journal
The Division of Labor in Society,Durkheim,Émile,1858-1917
A Small Place,Kincaid,Jamaica
Jimmy Corrigan : The Smartest Kid on Earth,Ware,Chris,1967
The Ideological Origins of the American Revolution,Bailyn,Bernard
An Essay on the Principle of Population,Malthus,T. R. (Thomas Robert),1766-1834
The Leadership Challenge,Kouzes,James M.,1945
The Strange Case of Dr. Jekyll and Mr. Hyde,Stevenson,Robert Louis,1850-1894
Astronomy Today,Chaisson,Eric
Rosencrantz and Guildenstern Are Dead,Stoppard,Tom
Fear and Trembling,Kierkegaard,Søren,1813-1855
Questionnaire Design and Attitude Measurement,Oppenheim,A. N. (Abraham Naftali),1924
Love Medicine,Erdrich,Louise
The Principles of Scientific Management,Taylor,Frederick Winslow,1856-1915
Do Not Go Gentle Into That Good Night,Thomas,Dylan,1914-1953
A Clockwork Orange,Burgess,Anthony,1917-1993
Introduction to Solid State Physics,Kittel,Charles
United States History,Current,Richard Nelson
Principles of Macroeconomics,Mankiw,N. Gregory
Hedda Gabler,Ibsen,Henrik,1828-1906
Europe and the People Without History,Wolf,Eric R.,1923
Saunders Q & a Review for NCLEX-RN,Silvestri,Linda Anne
Bless Me,UltimaAnaya,Rudolfo A.
Symphonie Fantastique,Berlioz,Hector,1803-1869
The Taming of the Shrew,Shakespeare,William,1564-1616
The Basic Practice of StatisticsMoore,David S.
Werther,Goethe,Johann Wolfgang Von,1749-1832
Decline and Fall,Gibbon,Edward
Litigation,Making Democracy Work : Civic Traditions in Modern Italy
Putnam,Robert D.,The General Theory of Employment
Keynes,J. M.,The Quarterly Journal of Economics
Theogony; And,Works and Days,Hesiod
Anna Karenina,Tolstoy,Leo,Graf,1828-1910
Compulsory Heterosexuality and Lesbian Existence,Rich,Adrienne,1929-2012
Macroeconomic TheorySargent,Thomas J.
The Frogs,Aristophanes
Snow Crash,Stephenson,Neal
Wuthering Heights,Brontë,Emily,1818-1848
Orlando,Woolf,Virginia,1882-1941
Dialogues Concerning Natural Religion,Hume,David,1711-1776
Ethnography : Principles in Practice,Hammersley,Martyn
M. Butterfly,Hwang,David Henry,1957
Essential Reading,Anthony,Carl
Race,Poverty & the Environment,Songs of Innocence and of Experience
Blake,William,1757-1827,How to Do Things With Words
Austin,J. L. (John Langshaw),1911-1960,Operating Systems : Internals and Design Principles
Stallings,William,Twenty Years at Hull-House
Addams,Jane,1860-1935,The Strategy of Conflict
Schelling,Thomas C.,1921,Lehninger Principles of Biochemistry
Nelson,David L. (David Lee),1942- Author,Germania
Tacitus,Cornelius,C++ : The Complete Reference
Schildt,Herbert,The Search for Modern China
Spence,Jonathan D.,Tristram Shandy
Sterne,Laurence,1713-1768,Education
World Bank,Siddhartha
Hesse,Hermann,1877-1962,Academe
Groves,Paul,The Sheltering Sky
Bowles,Paul,1910-1999,Hitler
Kershaw,Ian,Animal Liberation
Singer,Peter,1946,Race Matters
West,Cornel,Tom Sawyer
Twain,Mark,1835-1910,Biochemistry
Garrett,R. (Reginald),Political Liberalism
Rawls,John,1921-2002,Odyssey,Books 1-12
Homer,Statistics for People Who (Think They) Hate Statistics
Salkind,Neil J.,The Way to Rainy Mountain
Momaday,N. Scott,1934,Activists Beyond Borders : Advocacy Networks in International Politics
Keck,Margaret E.,Questionnaire Design,Interviewing,and Attitude Measurement
Oppenheim,A. N. (Abraham Naftali),1924,Protagoras
Plato,Ecclesiastical History
Bede,the Venerable,Saint,673-735,Author,Nineteen Eighty-Four
Orwell,George,1903-1950,The Problems of Philosophy
Russell,Bertrand,1872-1970,The Giver
Lowry,Lois,The Supreme Court
Rehnquist,William H.,1924,The Duchess of Malfi
Webster,John,1580?-1625,Mechanics
Landau,L. D. (Lev Davidovich),1908-1968,Small Island
Levy,Andrea,1956,Operating Systems
Stallings,William,An Introduction to Database Systems
Date,C. J.,The Tell-Tale Heart
Poe,Edgar Allan,1809-1849,Organizational Culture and Leadership
Schein,Edgar H.,The War of the Worlds
Wells,H. G. (Herbert George),1866-1946,Virginia Woolf
Eliot,T. S. (Thomas Stearns),1888-1965,The Trial and Death of Socrates
Plato,Richard II
Shakespeare,William,1564-1616,Earth Science
Tarbuck,Edward J.,The Uncanny
Freud,Sigmund,1856-1939,Imperialism
Hobson,J. A. (John Atkinson),1858-1940,The Image of the City
Lynch,Kevin,1918,The Human Condition
Arendt,Hannah,1906-1975,Artificial Intelligence
Rich,Elaine,Changes in the Land : Indians,Colonists,and the Ecology of New England
Cronon,William,Database System Concepts
Silberschatz,Abraham,The General Theory of Employment,Interest and Money
Keynes,John Maynard,1883-1946,Understanding Organizations
Handy,Charles B.,Crabgrass Frontier : The Suburbanization of the United States
Jackson,Kenneth T.,Trojan Women
Euripides,Life in the Iron Mills
Davis,Rebecca Harding,1831-1910,Tartuffe
Moliere,1622-1673,Prometheus
Aeschylus,Oedipus at Colonus
Sophocles,Quarterly Review
Federal Reserve Bank of Minneapolis,The Management of a Student Research Project
Sharp,John A.,The Satanic Verses
Rushdie,Salman,Brock Biology of Microorganisms
Madigan,Michael T.,1949,Contemporary Strategy Analysis
Grant,Robert M.,1948,Chapter 17
Great Britain,Artificial Intelligence
Reading,Hugo F.,Man
The Modern World-System,Wallerstein,Immanuel Maurice,1930
Selected Poems,Dickinson,Patric,1914-1994
Classical Mechanics,Goldstein,Herbert,1922
The New Negro,Locke,Alain LeRoy,1886-1954
Elementary Differential EquationsBoyce,William E.
The Castle of Otranto,Walpole,Horace,1717-1797
The Remains of the Day,Ishiguro,Kazuo,1954
Summa Theologiae,Thomas,Aquinas,Saint,1225?-1274
The Book of the Courtier,Castiglione,Baldassarre,Conte,1478-1529
Fundamentals of Financial Management,Brigham,Eugene F.,1930
His Excellency : George WashingtonEllis,Joseph J.
Short Stories,Hemingway,Ernest,1899-1961
Genes,Lewin,Benjamin
Educational Psychology,Woolfolk,Anita
Jude the Obscure,Hardy,Thomas,1840-1928
Aurora Leigh,Browning,Elizabeth Barrett,1806-1861
Development Economics,Ray,Debraj
Works and Days ; And Theogony,Hesiod
Pantagruel,Rabelais,François,Approximately 1490-1553
Watchmen,Moore,Alan,1953
The Strength of Weak TiesGranovetter,Mark S.
American Journal of Sociology,Ethics and Politics
Aristotle,Experiential Learning : Experience as the Source of Learning and Development
Kolb,David A.,1939,Piano Concerto : K. 491
Mozart,Wolfgang Amadeus,1756-1791,National Security
York,Herbert F.,Science
Understanding and Using English Grammar,Azar,Betty Schrampfer,1941
Vanity Fair,Thackeray,William Makepeace,1811-1863
The Logic of Scientific Discovery,Popper,Karl R. (Karl Raimund),1902-1994
Poetry Reading,Read,Herbert Edward,Sir,1893-1968
The Battleship Potemkin,Eisenstein,Sergei,1898-1948
Economic GrowthBarro,Robert J.
Carmen,Bizet,Georges,1838-1875
The Yellow Wall Paper,Gilman,Charlotte Perkins,1860-1935
Public FinanceRosen,Harvey S.
Conceptual Models and the Cuban Missile CrisisAllison,Graham T.
The American Political Science Review,Masculinities
Connell,Raewyn,1944,Introduction to Quantum Mechanics
Griffiths,David J. (David Jeffery),1942,A Course in Phonetics
Ladefoged,Peter,Mother Tongue
Tan,Amy,The Threepenny Review
Joseph Andrews,Fielding,Henry,1707-1754
Doing GenderWest,Candace,Zimmerman,Don H.
Gender and Society,Consider the Lobster
Wallace,David Foster,Liberalism and World Politics
Doyle,Michael W.,The American Political Science Review
Cooperation Under the Security Dilemma,Jervis,Robert,1940
The Birthmark,Hawthorne,Nathaniel,1804-1864
Troilus,Chaucer,Geoffrey,-1400
Areopagitica,Milton,John,1608-1674
Karl Marx,McLellan,David
Time Series Analysis,Hamilton,James D. (James Douglas),1954
A Rumor of War,Caputo,Philip
Disgrace,Coetzee,J. M.,1940
Wallace Stevens,Williams,William Carlos
Poetry,Introduction to Probability Models
Ross,Sheldon M.,A History of Graphic Design
Meggs,Philip B.,Developmental Biology
Gilbert,Scott F.,1949,Sovereignty
Krasner,Stephen D.,Foreign Policy
In Our Time,Hemingway,Ernest,1899-1961
Evelina,Burney,Fanny,1752-1840
Calculus : Concepts and Contexts,Stewart,James,1941
Discourse on Method and Meditations on First Philosophy,Descartes,René,1596-1650
Twentieth Century,Martin,Emily,Frelinghuysen,Alice Cooney,Aldin,Jane,Messinger,Lisa M.,Rewald,Sabine,Tinterow,Gary,Stein,Susan Alyson,Voorsanger,Catherine Hoover,Johnson,J. Stewart,LeCorbeiller,Clare,Eklund,Douglas,Muir,Laura,Rosenthal,Nan,Rippner,Samantha J.,Rosenheim,Jeff L.,Daniel,Malcolm
The Metropolitan Museum of Art Bulletin,Digital Signal Processing
Proakis,John G.,The False Promise of International Institutions
Mearsheimer,John J.,Groups,Process and Practice
Corey,Gerald,The Curious Incident of the Dog in the Night-Time
Haddon,Mark,A Brief History of Neoliberalism
Harvey,David,1935,Physical Examination & Health Assessment
Jarvis,Carolyn,The Theory of Moral Sentiments
Smith,Adam,1723-1790,Starting Out With C++ : From Control Structures Through Objects
Gaddis,Tony,The Second Shift
Hochschild,Arlie Russell,1940,The Poetics of Space
Bachelard,Gaston,1884-1962,Writing Analytically
Rosenwasser,David,Writing Papers in the Biological Sciences
McMillan,Vicky,1947,The Democratic Peace
Russett,Bruce,Layne,Christopher,Spiro,David E.,Doyle,Michael W.,International Security
Style : Ten Lessons in Clarity and GraceWilliams,Joseph M.
The Power of Myth,Campbell,Joseph,1904-1987
The Competitive Advantage of Nations,Porter,Michael E.,1947
The Tragedy of Great Power PoliticsMearsheimer,John J.
A Guide to Econometrics,Kennedy,Peter,1943-2010
Intermediate Microeconomics : A Modern ApproachVarian,Hal R.
An Essay on Criticism,Pope,Alexander,1688-1744
Halliday & Resnick Fundamentals of Physics,Walker,Jearl,1945
Deep Play: Notes on the Balinese Cockfight,Geertz,Clifford
Daedalus,Textbook of Medical Physiology
Guyton,Arthur C.,From the 'Prison Notebooks
Gramsci,Antonio,Buttigieg,Joseph A.,Daedalus
Political Order in Changing SocietiesHuntington,Samuel P.
The Libation Bearers,Aeschylus
Introduction to Operations ResearchHillier,Frederick S.
Measure for Measure,Shakespeare,William,1564-1616
Culture and Anarchy,Arnold,Matthew,1822-1888
The Caesars,Suetonius,Approximately 69-Approximately 122
The Three Worlds of Welfare Capitalism,Esping-Andersen,Gøsta,1947
Florida State University,Woodward,Eddie
The Radicalism of the American RevolutionWood,Gordon S.
Electra,Sophocles
Introduction to the Practice of StatisticsMoore,David S.
The Killer Angels,Shaara,Michael
The Age of Innocence,Wharton,Edith,1862-1937
International Business : Competing in the Global MarketplaceHill,Charles W. L.
English Passengers,Kneale,Matthew,1960
A History of the Modern Middle EastCleveland,William L.
The Nature of the FirmCoase,R. H.
Economica,An Introduction to Language
Fromkin,Victoria,The Three Worlds of Capitalism
Esping-Andersen,Gøsta,1947,The Great War and Modern Memory
Fussell,Paul,1924-2012,The Will to Believe
James,William,1842-1910,Principles of Biomedical Ethics
Beauchamp,Tom L.,Essential Cell Biology
Alberts,Bruce,The Woman in White
Collins,Wilkie,1824-1889,Discourse on the Origin of Inequality
Rousseau,Jean-Jacques,1712-1778,Research Methods in Health : Investigating Health and Health Services
Bowling,Ann,The Lone Ranger and Tonto Fistfight in Heaven
Alexie,Sherman,1966,In a Station of the Metro
Pound,Ezra,Poetry
Quicksand,Larsen,Nella
Policy Paradox : The Art of Political Decision Making,Stone,Deborah
Easter,1916,Yeats,W. B. (William Butler),1865-1939
Inferno,Dante Alighieri,1265-1321
Classical Electrodynamics,Jackson,John David,1925
Cambridge University Press,1584-1984Black,Michael H.
Typhoon,Conrad,Joseph,1857-1924
Philosophy of Right,Hegel,Georg Wilhelm Friedrich,1770-1831
Symphony No. 28,Mozart,Wolfgang Amadeus,1756-1791
The Lost : A Search for Six of Six Million,Mendelsohn,Daniel Adam,1960
Simulacra and Simulation,Baudrillard,Jean,1929-2007
Essential Biology,Campbell,Neil A.,1946
Symphony No. 8,Mahler,Gustav,1860-1911
Fathers and Sons,Turgenev,Ivan Sergeevich,1818-1883
Jumpers,Stoppard,Tom
Critique of Judgment,Kant,Immanuel,1724-1804
Elementary Differential Equations and Boundary Value ProblemsBoyce,William E.
Dispatches,Herr,Michael
Thinking in Java,Eckel,Bruce
War and Peace,Tolstoy,Leo,Graf,1828-1910
Social Psychology,Aronson,Elliot
Stalin,Trotsky,Leon,1879-1940
Architecture : Form,Space & Order,Ching,Frank,1943
Merleau-Ponty,SARTRE,Jean-Paul
Revue Internationale De Philosophie,The History of Rome
Livy,Essence of Decision; Explaining the Cuban Missile Crisis
Allison,Graham T.,Writing for Social Scientists : How to Start and Finish Your Thesis,Book,or Article
Becker,Howard Saul,1928,Physiology of Behavior
Carlson,Neil R.,1942,The Lake Isle of Innisfree
Yeats,W. B. (William Butler),1865-1939,Surviving Your Dissertation : A Comprehensive Guide to Content and Process
Rudestam,Kjell Erik,Gods in Alabama
Jackson,Joshilyn,Writing at University : A Guide for Students
Creme,Phyllis,1942,The Consequences of Modernity
Giddens,Anthony,The Condition of the Working Class in England
Engels,Friedrich,1820-1895,The Mystery of Capital
Soto,Hernando De,1941,The Decline and Fall of the Roman Empire
Gibbon,Edward,1737-1794,Practices of Looking : An Introduction to Visual Culture
Sturken,Marita,1957,The Black Atlantic : Modernity and Double Consciousness
Gilroy,Paul,The Great Fire
Hazzard,Shirley,1931,The Russian Revolution
Lenin,Vladimir Ilʹich,1870-1924,Civil War 2000
Henry,Charles P.,The Black Scholar
Behaviorism,Watson,John B. (John Broadus),1878-1958
Human-Computer Interaction,Preece,Jenny,1949
The End of History and the Last Man,Fukuyama,Francis
Technical CommunicationLannon,John M.
White Teeth,Smith,Zadie
Language,Truth and Logic,Ayer,A. J. (Alfred Jules),1910-1989
The Purloined Letter,Poe,Edgar Allan,1809-1849
Transgress,Hooks,Bell
Paragraph,New Books
Smith,Norman Kemp,Acton,H. B.,Tennant,F. R.,Wisdom,J.,Paton,H. J.,Laird,John,Black,M.,Wisdom,J. O.,Widgery,Alban G.,Mind
William James,Dewey,John
The Journal of Philosophy,Psychology and Scientific Methods,International Relations
Goldstein,Joshua S.,1952,Understanding Nutrition
Whitney,Eleanor Noss,We Real Cool
Brooks,Gwendolyn,Poetry
The Postmodern Condition : A Report on Knowledge,Lyotard,Jean François,1924-1998
City of Quartz : Excavating the Future in Los Angeles,Davis,Mike,1946
In the Wake,Petterson,Per,1952
Java in a Nutshell,Flanagan,David
Thus Spoke Zarathustra,Nietzsche,Friedrich Wilhelm,1844-1900
Modern Times,Chaplin,Charlie,1889-1977
Interpreter of Maladies,Lahiri,Jhumpa
Agni,The Three Theban Plays
Sophocles,Inside Terrorism
Hoffman,Bruce,1954,Computer Networks and Internets
Comer,Douglas,Statistical Methods for Psychology
Howell,David C.,Paris Trout
Dexter,Pete,1943,Principles of Mathematical Analysis
Rudin,Walter,1921,Winesburg,Ohio
Anderson,Sherwood,1876-1941,Microeconomic Theory
Mas-Colell,Andreu,The Political Economy of International Relations
Gilpin,Robert,Has Globalization Gone Too Far
Rodrik,Dani,The Principles of Psychology
James,William,1842-1910,An Inquiry Into the Nature and Causes of the Wealth of Nations
Smith,Adam,1723-1790,Charlotte Temple
Rowson,Mrs.,1762-1824,The Theory of Industrial Organization
Tirole,Jean,Mark Twain and I
Read,Opie Percival,1852-1939,Naked in Baghdad
Garrels,Anne,1951,Influence : Science and Practice
Cialdini,Robert B.,Looking for a Ship
McPhee,John,1931,Power and Interdependence
Keohane,Robert O. (Robert Owen),1941,Power : A Radical View
Lukes,Steven,Biological Psychology
Kalat,James W.,Principles of Instrumental Analysis
Skoog,Douglas A.,A Guide to Physical Examination
Bates,Barbara,1928,Without Feathers
Allen,Woody,HTML 4 for the World Wide Web
Castro,Elizabeth,A Handbook to Literature
Holman,C. Hugh (Clarence Hugh),1914,The Fall of Baghdad
Anderson,Jon Lee,What Is It Like to Be a Bat
Nagel,Thomas,The Philosophical Review
Numerical AnalysisBurden,Richard L.
How Languages Are Learned,Lightbown,Patsy
The House of the Spirits,Allende,Isabel
Maps for Lost Lovers,Aslam,Nadeem
What Is This Thing Called ScienceChalmers,A. F.
Designing Web Usability,Nielsen,Jakob,1957
Linear Algebra and Its ApplicationsLay,David C.
Alcestis,Euripides
Regeneration,Barker,Pat,1943
Silas Marner,Eliot,George,1819-1880
Invisible Cities,Calvino,Italo
The Comedy,Dante Alighieri,1265-1321
The Divine Comedy,Dante Alighieri,1265-1321
Judgment Under Uncertainty: Heuristics and Biases,Tversky,Amos,Kahneman,Daniel
Science,Maggie,a Girl of the Streets
Crane,Stephen,1871-1900,The Renaissance
Pater,Walter,1839-1894,Naming and Necessity
Kripke,Saul A.,1940,Shakespeare
Bevington,David M.,Life on Earth
Audesirk,Teresa,Paradise Lost. Books 1-2
Milton,John,1608-1674,The Wizard of Oz
Baum,L. Frank (Lyman Frank),1856-1919,A Different Mirror : A History of Multicultural America
Takaki,Ronald T.,1939-2009,The Laugh of the Medusa
Cixous,Hélène,Cohen,Keith,Cohen,Paula,Signs
NegotiationLewicki,Roy J.
The American Revolution,Thomas,Peter David Garner
The Two Cultures,Snow,C. P. (Charles Percy),1905-1980
The Big Sleep,Chandler,Raymond,1888-1959
Governing the Commons : The Evolution of Institutions for Collective Action,Ostrom,Elinor
Ticknor,Heti,Sheila,1976
Light in August,Faulkner,William,1897-1962
Fables,Aesop
The White Earth,McGahan,Andrew
The Rules of Sociological Method,Durkheim,Émile,1858-1917
Biographia Literaria,Coleridge,Samuel Taylor,1772-1834
Epistemology of the Closet,Sedgwick,Eve Kosofsky
A Letter Concerning Toleration,Locke,John,1632-1704
Mere Christianity,Lewis,C. S. (Clive Staples),1898-1963
The Marriage of Heaven and Hell,Blake,William,1757-1827
LawsNew York (State)
Politics as a Vocation,Weber,Max,1864-1920
Slightly Out of Focus,Capa,Robert,1913-1954
Brotherly Love,Dexter,Pete,1943
Thomas' CalculusWeir,Maurice D.
The House of the Seven Gables,Hawthorne,Nathaniel,1804-1864
Keywords : A Vocabulary of Culture and Society,Williams,Raymond
