Frayn,Michael,English,1933- .
Frazer,Sir James George,Scottish,1854-1941.
Frederic,Harold,American,1856-1898.
Freeman,Douglas Southall,American,1886-1953.
Freire,Paulo,Brazilian,1921-1997.
(See also Freire,Paulo and Myles Horton)
Freire,Paulo and Myles Horton,Brazilian and American writing in English,1921-1997 and 1905-1990.
(See also Freire,Paulo)
Freud,Sigmund,Austrian,1856-1939.
Freyre,Gilberto,Brazilian,1900-1987.
Friedan,Betty,American,1921-2006.
Friedman,Milton,American,1912-2006.
Frisch,Max,Swiss writing in German,1911-1991.
Frisch,Karl von,Austrian,1886-1982.
Frisch,Max,Swiss writing in German,1911-1991.
Froissart,Jean,French,ca. 1337-ca. 1410.
Fromm,Erich,German-American writing in German,1900-1980.
Frost,Robert,American,1874-1963.
Fry,Roger,English,1866-1934.
Frye,Northrop,Canadian,1912-1991.
Fuentes,Carlos,Mexican,1928-2012.
Fugard,Athol,South African,1932- .
Fukuyama,Francis,American,1952- .
Fuller,R. Buckminster,American,1895-1983.
Fuller,Roy,English,1912-1991.
Fussell,Paul,American,1924- .
Fuzuli,Mehmet bin Süleyman,Turkish,ca. 1490-ca. 1556.
Gaddis,William,American,1922-1998.
Galbraith,John Kenneth,Canadian-American,1908-2006.
Galdikas,Biruté M. F.,Canadian,1946- .
Galeano,Eduardo,Uruguayan,1940- .
Galen,Greek,ca. 130-200.
Galileo Galilei,Italian,1574-1642.
Galsworthy,John,English,1867-1933. Nobel Laureate
Works.
Galsworthy,John,English,1867-1933.
Galt,John,Scottish,1779-1839.
Gandhi,Mohandas Karamchand,Indian,1869-1948.
Gao Xingjian,Chinese-French writing in Chinese and French,1940- . Nobel Laureate
Works.
García Lorca,Federico,Spanish,1898-1936.
García Márquez,Gabriel,Colombian,1928-2014. Nobel Laureate
Gardner,John,American,1933-1982.
Garnier,Robert,French,1544-1590.
Garrigue,Jean,American,1914-1972.
Gaskell,Elizabeth,English,1810-1865.
Gass,William H.,American,1924- .
Gaunilo,French writing in Latin,11th C.
Gautier,Théophile,French,1811-1872.
Gay,John,English,1685-1732.
Gay,Peter,American,1923- .
Gay-Lussac,Joseph Louis,French,1778-1850.
Geertz,Clifford,American,1923- .
Geisel,Theodor Seuss,See Seuss,Dr
Gellhorn,Martha,American,1908-1998.
Gellner,Ernest,English,1925-1995.
Genet,Jean,French,1910-1986.
Genovese,Eugene D.,American,1930- .
Various Authors,Christians writing in Greek,1st-2nd C.
Georgakas,Dan,American,1938- .
George,Stefan,German,1868-1933.
Gerschenkron,Alexander,Russian-American writing in English,1904-1978.
Ghalib,Indian writing in Urdu,1797-1869.
Various Authors,Indians and Pakistanis writing in Urdu,16th C-present.
Ghazzali,Abu Hamid Muhammad al-,Arab,1059-1111.
Gibbon,Edward,English,1737-1794.
Gibran,Khalil,Lebanese,1883-1931.
Gibson,William,Canadian,1948- .
Gide,Andre,French,1869-1951. Nobel Laureate
Giedion,Siegfried,Swiss writing in German,1888-1968.
Gilbert,W. S.,English,1836-1911.
Gilbert,William,English,1540-1603.
Gilder,George,American,1939- .
Anonymous,Mesopotamian,ca. 2000 BCE.
Gilman,Charlotte Perkins,American,1860-1935.
Gimferrer,Pere,Catalan,1945- .
Ginsberg,Allen,American,1926-1997.
Ginzburg,Natalia,Italian,1916-1991.
Giono,Jean,French,1895-1970.
Giraudoux,Jean,French,1882-1944.
Gissing,George,English,1857-1903.
Gjellerup,Karl,Danish,1857-1919. Nobel Laureate
Works.
Gladwell,Malcolm,Canadian,1963- .
Glasgow,Ellen,American,1874-1945.
Glatstein,Jacob,Polish-American writing in Yiddish,1896-1971.
Gleick,James,American,1954- .
Glob,P. V.,Danish,1911-1985.
Anonymous,American,fl. 1971.
Various Authors,Various,20th C.
Godwin,William,English,1756-1836.
Goethe,Johann Wolfgang von,German,1749-1832.
Goffman,Erving,Canadian,1922-1982.
Gogh,Vincent van,Dutch,1853-1890.
Gogol,Nikolai Vasilievich,Russian,1809-1852.
Golden Lotus,See Jinpingmei
Golding,William,English,1911-1993. Nobel Laureate
Goldman,Francisco,American,1954- .
Goldoni,Carlo,Italian,1707-1793.
Goldsmith,Oliver,Irish-English,1729-1774.
Gombrich,E. H.,American,1909-2001.
Gombrowicz,Witold,Polish,1904-1969.
Gómez de la Serna,Ramón,Spanish,1888-1963.
Goncharov,Ivan Alexandrovich,Russian,1812-1891.
Goncourt,Edmond de and Jules de,French,1822-1896 and 1830-1870.
Góngora,Luis de,Spanish,1561-1627.
Goodall,Jane,English,1934- .
Goodman,Paul,American,1911-1972.
Gordimer,Nadine,South African,1923-2014. Nobel Laureate
Gorky,Maksim,Russian,1868-1936.
Gorz,André,French,1924- .
Gottfried von Strassburg,German,fl. 1210.
Gotthelf,Jeremias,German,1797-1854.
Gould,Stephen Jay,American,1941-2002.
Gowing,Lawrence,English,1918-1991.
Goytisolo,Juan de,Spanish,1931- .
Grade,Chaim,Lithuanian-American writing in Yiddish,1910-1982.
Grahame,Kenneth,English,1859-1932.
Gramsci,Antonio,Italian,1891-1937.
Grass,Günter,German,1927-2015. Nobel Laureate
Graves,Robert,English,1895-1985.
Gray,Alasdair,Scottish,1934- .
Gray,John,American,1951- .
Gray,Thomas,English,1716-1771.
Various Authors,Indians writing in Sanskrit,5th C BCE-8th C CE.
Various Authors,Greek,7th C BCE-10th C CE.
Green,Henry,English,1905-1973.
Green,John Richard,English,1837-1883.
Greenberg,Clement,American,1909-1994.
Greene,Graham,English,1904-1991.
Greville,Fulke,Lord Brooke,English,1554-1628.
Grey,Zane,American,1875-1939.
Griffin,Frank Loxley,American,1881-1969.
Griffin,Susan,American,1943- .
Grimm,Jacob and Wilhelm,German,1785-1863 and 1786-1859.
Grimmelshausen,Johann Jakob Christoffel von,German,ca. 1625-1676.
Grossman,Allen,American,1932- .
Grossman,David,Israeli,1954- .
Grote,George,English,1794-1871.
Guevara,Ernesto "Che",Argentinian,1928-1967.
Guicciardini,Francesco,Italian,1483-1540.
Guilbaut,Serge,French,1943- .
Guillaume de Lorris and Jean de Meun,French,ca. 1212-ca. 1237 and ca. 1237-ca. 1305.
Guillén,Jorge,Spanish,1893-1984.
Guillén,Nicolás,Cuban,1902-1989.
Gurdjieff,George Ivanovitch,Armenian,1866-1949.
Gustafsson,Lars,Swedish,1936- .
Gustin,Molly,American,1923- .
Gutierrez,Gustavo,Peruvian,1928- .
H. D. (Hilda Doolittle),American,1886-1961.
Habermas,Jürgen,German,1929- .
Hacking,Ian,Canadian,1936- .
Various Authors,Arab,9th C.
Hafiz,Mohammed Shamsuddin,Persian,1327-1390.
Hakuin,Japanese,1689-1769.
Ha-Levi,Judah,Jew in Islamic Spain writing in Hebrew,ca. 1075-after 1140.
Halévy,Élie,French,1870-1937.
Haley,Alex,American,1921-1992.
(See also X,Malcolm)
Hall,Donald,American,1928- .
Hall,Radclyffe,English,1880-1943.
Halldór Laxness,Icelandic,1902-1998. Nobel Laureate
Halpern,Moshe-Leib,Polish-American writing in Yiddish,1886-1932.
Hamadhani,See Badi' al-Zaman al-Hamadhani
Hamilton,Alice,American,1869-1970.
Hamilton,Alexander,James Madison,and John Jay,American,1757-1804; 1745-1829; 1751-1836.
Hammett,Dashiell,American,1894-1961.
Hamsun,Knut,Norwegian,1859-1952. Nobel Laureate
Han Fei Zi (Han Fei Tzu),Chinese,ca. 280-233 BCE.
Handke,Peter,Austrian,1942- .
Handy,E. S. Craighill and Elizabeth Green Handy,American,c.1893-1980 and 1921-.
Hanley,Gerald,Irish,1916-1992.
Hardy,G. H.,English,1877-1947.
Hardy,Thomas,English,1840-1928.
Hariri,Abu Muhammad al-Qasim al-,Arab,1054-1122.
Harrer,Heinrich,Austrian,1912-2006.
Harris,Thomas,American,1940- .
Harris,Wilson,Guayanese,1921- .
Harrison,Jane E.,English,1850-1928.
Hart,Kevin,Australian,1954- .
Hart,H. L. A.,English,1907-1992.
Hartley,L. P.,English,1895-1972.
Harvey,William,English writing in Latin,1578-1657.
Hasek,Jaroslav,Czech,1883-1926.
Hauptmann,Gerhart,German,1862-1946. Nobel Laureate
Hauser,Arnold,German,1892-1978.
Havel,Vaclav,Czech,1936- .
Hawken,Paul,American,1946- .
Hawkes,John,American,1925- .
Hawking,Stephen,English,1942- .
Hawthorne,Nathaniel,American,1804-1864.
Hayden,Robert,American,1913-1980.
Hayek,Friedrich von,Austrian,1899-1992.
Hazlitt,William,English,1778-1830.
Hazzard,Shirley,Australian,1931- .
Heaney,Seamus,Irish,1939-2013. Nobel Laureate
Anonymous,Indian writing in Sanskrit,1st C CE? (translated into Chinese ca. 400).
Hébert,Anne,Canadian writing in French,1916-2000.
Hecht,Anthony,American,1923- .
Hedayat,Sadeq,Iranian,1903-1951.
Hegel,Georg Wilhelm Friedrich,German,1770-1831.
Heidegger,Martin,German,1889-1976.
Heidenstam,Verner von,Swedish,1859-1940. Nobel Laureate
Works.
Various Authors,Japanese,ca. 1185-1371.
Heilbut,Anthony,American,1938?.
Heine,Heinrich,German,1797-1856.
Heinlein,Robert,American,1907-1988.
Heisenberg,Werner,German,1901-1976.
Various Authors,Chinese,ca. 1000.
Heller,Joseph,American,1923-1999.
Hellman,Lillian,American,1906-1984.
Hemingway,Ernest,American,1899-1962. Nobel Laureate
Heraclitus,See Pre-Socratic Philosophers
Herbert,George,English,1593-1633.
Herbert,Zbigniew,Polish,1924- .
Hernández,Miguel,Spanish,1910-1942.
Herodotus,Greek,ca. 484-425 BCE.
Herr,Michael,American,1940- .
Herrick,Robert,English,1591-1674.
Hersey,John,American,1914-1993.
Hersh,Seymour,American,1937- .
Herter,George Leonard,American,1911-1994.
Herzen,Aleksandr,Russian,1812-1870.
Herzl,Theodor,Austrian,1860-1904.
Hesiod,Greek,8th C BCE.
Hesse,Hermann,German-Swiss,1877-1962. Nobel Laureate
Heyerdahl,Thor,Norwegian,1914-2002.
Heyse,Paul von,German,1830-1914. Nobel Laureate
Works.
Various authors,Japanese,Pub. 1986.
Highsmith,Patricia,American,1921-1995.
Hikmet,Nazim,Turkish,1902-1963.
Hildegard of Bingen,German writing in Latin,1098-1179.
Hill,Christopher,English,1912-2003.
Hill,Geoffrey,English,1932- .
Hillman,James,American,1926- .
Hilton,James,English,1900-1954.
Himes,Chester,American,1909-1984.
Hine,Daryl,Canadian,1936- .
Hinton,William,American,1919-2004.
Hippocrates,Greek,ca. 460-ca. 377 BCE.
Hirsch,Edward,American,1950- .
Hirschman,Albert,American,1915- .
Hitler,Adolf,German,1889-1945.
Ho Chi Minh,Vietnamese,1890-1969.
Hoban,Russell,American,1925- .
Hobbes,Thomas,English,1588-1679.
Hoelldobler,Bert and Edward O. Wilson,German and American,1936- and 1929-.
(See also Wilson,Edward O)
Hoffmann,E. T. A.,German,1776-1822.
Hofmannsthal,Hugo von,Austrian,1874-1929.
Hofstadter,Richard,American,1916-1970.
Hogan,Linda,American,1947- .
Hogg,James,Scottish,1770-1835.
Hölderlin,Friedrich,German,1770-1843.
Hollander,John,American,1929- .
Holub,Miroslav,Czech,1923- .
Homer,Greek,ca. 800 BCE.
Anonymous,Greek,ca. 700 BCE.
Hong Sheng (Hung Sheng),Chinese,1646-1704.
Hood,Thomas,English,1799-1845.
hooks,bell,American,1952- .
Hope,A. D.,Australian,1907-2000.
Hopkins,Gerald Manley,English,1844-1889.
Horace,Roman,65-8 BCE.
Horkheimer,Max,and Theodor Adorno,German-American writing in German,1895-1973 and 1903-1969.
Horton,Myles,American,1905-1990.
Housman,A. E.,English,1859-1936.
Howard,Richard,American,1929- .
Howells,William Dean,American,1837-1920.
Hsun Tzu,See Xunzi
Hughes,Langston,American,1902-1967.
Hughes,Richard,English,1900-1976.
Hughes,Ted,English,1930-1998.
Hugo,Victor,French,1802-1885.
Huineng,Chinese,638-713.
Huizinga,Johan,Dutch,1872-1945.
Humboldt,Alexander von,German,1769-1859.
Hume,David,Scottish,1711-1776.
Various Authors,Hungarian,19th-20th C.
Hurston,Zora Neale,American,1891?-1960.
Husayn,Taha,Egyptian (Arabic),1889-1973.
Husserl,Edmund,German,1859-1938.
Huxley,Aldous,English,1894-1963.
Huygens,Christiaan,Dutch writing in French,1629-1695.
Anonymous,Chinese,12th C BCE?.
Ibn Batuta,Muhammad bin 'Abdullah,Arab,1304-1369.
Ibn Hazm,'Ali Ahmad,Arab in Islamic Spain,994-1064.
Ibn Khaldun,'Abd Ar-Rahman bin Muhammad,Arab,1332-1406.
Ibsen,Henrik,Norwegian,1828-1906.
Ilango Adigal,Indian writing in Tamil,2nd C CE.
Illich,Ivan,Austrian-American writing in English,1926-2002.
Inca and others,Peru,Pre-Columbian,12th-15th C.
Various Authors,Indian.
Various Authors,Indian.
Innis,Harold A.,Canadian,1894-1952.
Ionesco,Eugène,Romanian-French,1912-1994.
Irigaray,Luce,French,1930- .
Irving,John,American,1942- .
Irving,Washington,American,1783-1859.
Isherwood,Christopher,English,1904-1986.
Ishiguro,Kazuo,English,1954- .
Isvarakrsna,Indian writing in Sanskrit,4th C.
Itoh,Teiji,Japanese,1922- .
Jabès,Edmond,French,1912-1991.
Jacob,Max,French,1876-1944.
Jacobs,Jane,American,1916-2006.
Jacobus de Varagine,Italian writing in Latin,ca. 1227-1298.
Jacottet,Philippe,French,1925- .
Jahiz,al-,Arab,ca. 780-ca. 868.
James,C. L. R.,Trinidadian,1901-1989.
James,Henry,American,1843-1916.
James,William,American,1842-1910.
Jami,Nur ad-Din 'Abd Ar-Rahman,Afghan writing in Persian,1414-1492.
Various Artists,Japanese.
Various Authors,Japanese,12th-13th C.
Various Authors,Japanese,9th-11th C.
Jarrell,Randall,American,1914-1965.
Jarry,Alfred,French,1873-1907.
Jaspers,Karl,German,1883-1969.
Jayadeva,Indian writing in Sanskrit,12th C.
Jaynes,Julian,American,1923- .
Jeffers,Robinson,American,1887-1962.
Jefferson,Thomas,and others,American,18th C and following.
Jekyll,Gertrude,English,1843-1932.
Jelinek,Elfriede,Austrian,1946- . Nobel Laureate
Works.
Jennings,Elizabeth,English,1926- .
Jensen,Johannes V.,Danish,1873-1950. Nobel Laureate
Works.
Jewett,Sarah Orne,American,1849-1909.
Jhabvala,Ruth Prawer,Indian writing in English,1927- .
Jiménez,Juan Ramón,Spanish,1881-1958. Nobel Laureate
Anonymous,Chinese,1618.
John Damascene,St.,Syrian Greek,ca. 675-ca. 749.
John of the Cross,St. (Juan de la Cruz),Spanish,1542-1591.
John Paul II (Pope),Latin,1920-2005.
John XXIII (Pope),Italian writing in Latin,1881-1963.
(See also Vatican II)
Johnson,Denis,American,1949- .
Johnson,Eyvind,Swedish,1900-1976. Nobel Laureate
Works.
Johnson,Lionel,English,1867-1902.
Johnson,Pamela Hansford,English,1912-1981.
Johnson,Paul,English,1928- .
Johnson,Samuel,English,1709-1784.
Johnson,Virginia E.,See Masters,William H
Jonas,Hans,German-American writing in German,1903-1993.
Jones,David,Welsh,1895-1974.
Jones,Ernest,Welsh,1879-1958.
Jones,James,American,1921-1977.
Jones,LeRoi (Amiri Baraka),American,1934-2014.
Jong,Erica,American,1942- .
Jonson,Ben,English,1573-1637.
Jouve,Pierre-Jean,French,1887-1976.
Joyce,James,Irish,1882-1941.
József,Attila,Hungarian,1905-1937.
Juana Ines de la Cruz,Sister,Mexican,ca. 1651-1695.
Juhasz,Ferenc,Hungarian,1928- .
Julius Caesar,Roman,102-44 BCE.
Jung,Carl Gustav,Swiss writing in German,1875-1961.
Justice,Donald,American,1925- .
Juvenal,Roman,ca. 60-ca. 140 CE.
Various Authors,Jews in Provence,Spain,and Palestine writing in Hebrew and Aramaic,12th-16th C.
Kabir,Indian writing in Hindi,ca. 1430-ca. 1518 .
Kael,Pauline,American,1919-2001.
Kafka,Franz,Czech writing in German,1883-1924.
Kalevala,See Lönnrot
Kalidasa,Indian writing in Sanskrit,ca. 400 .
Kamakau,Samuel Manaiakalani,Hawaiian,1815-1876.
Kamo Chomei,Japanese,1153-1216.
Kanada,Indian writing in Sanskrit,2nd C BCE.
Kaniuk,Yoram,Israeli,1930- .
Kant,Immanuel,German,1724-1804.
Kanze Kojiro Nobumitsu,Japanese,1435-1516.
Kapuscinski,Ryszard,Polish,1932- .
Karlfeldt,Erik Axel,Swedish,1864-1931. Nobel Laureate
Works.
Karp,Walter,American,1934-1989.
Kautilya,Indian writing in Sanskrit,ca. late 4th C.
Kawabata Yasunari,Japanese,1899-1972. Nobel Laureate
Kazantzakis,Nikos,Greek,1883-1957.
Keats,Ezra Jack,American,1916-1983.
Keats,John,English,1795-1821.
Keble,John,English,1792-1866.
Keegan,John,English,1934- .
Kees,Weldon,American,1914-1955?.
Keillor,Garrison,American,1942- .
Keller,Gottfried,Swiss writing in German,1819-1890.
Keller,Helen,American,1880-1968.
Keneally,Thomas,Australian,1935- .
Kenko Yoshida,Japanese,1283-1350.
Kennedy,John F.,American,1917-1963.
Kennedy,Paul,English,1945- .
Kennedy,William,American,1928- .
Kepler,Johannes,German writing in Latin,1571-1630.
Kermode,Frank,English,1919-2010.
Kerouac,Jack,American,1922-1969.
Kertész,Imre,Hungarian,1929- . Nobel Laureate
Works.
Kesey,Ken,American,1935-2001.
Keynes,Maynard,English,1883-1946.
Khayyam,Omar,See Omar Khayyam
Khlebnikov,Velimir,Russian,1885-1922.
Khushhal,Khan Khatak,Afghan writing in Pashto,1613-1689.
Kierkegaard,Søren,Danish,1813-1855.
Kincaid,Jamaica,American,1949- .
King,Martin Luther,Jr.,American,1929-1968.
King,Stephen,American,1947- .
Kingsley,Charles,English,1819-1875.
Kingston,Maxine Hong,American,1940- .
Kinnell,Galway,American,1927- .
Kinsella,Thomas,Irish,1928- .
Kinsey,Alfred C.,American,1894-1956.
Kipling,Rudyard,Anglo-Indian,1865-1936. Nobel Laureate
Kirk,Russell,American,1918-1994.
Kis,Danilo,Serbian,1935-1989.
Klee,Paul,Swiss writing in German,1879-1940.
Klein,Naomi,Canadian,1970- .
Kleist,Heinrich von,German,1777-1811.
Klossowski,Pierre,French,1905-2001.
Knight,George Wilson,English,1897-1985.
Knowles,John,American,1926-2001.
Koch,Kenneth,American,1925- .
Koestler,Arthur,English,1905-1983.
Kofsky,Frank,American,1935-1997.
Various Authors,Japanese,8th-10th C.
Kolakowski,Leszek,Polish,1927- .
Koninck,Charles de,Canadian,1906-1965.
Kopkind,Andrew,American,1935-1994.
Koran,See Qur'an
Kosinski,Jerzy,American,1933-1991.
Kotlowitz,Alex,American,1955- .
Kott,Jan,Polish,1914-2001.
Krafft-Ebing,Richard von,German,1840-1902.
Krauss,Karl,Austrian,1874-1936.
Krol,Ed,American,1937?- .
Kropotkin,Peter,Russian,1842-1921.
Kübler-Ross,Elisabeth,Swiss-American writing in English,1926-2004.
Kuhn,Thomas,American,1922-1996.
Kukai,Japanese,774-835.
Kundera,Milan,Czech,1929- .
Küng,Hans,Swiss writing in German,1928- .
Kunze,Reiner,East German,1933- .
Kuprin,Alexander Ivanovich,Russian,1870-1938.
Various Authors,Indians writing in Tamil,1st-3rd C CE.
Kushner,Tony,American,1956- .
Kuzmin,Mikhail,Russian,1872-1936.
Kyd,Thomas,English,1558-1594.
La Barre,Weston,American,1911-1996.
La Fayette,Madame de,French,1634-1693.
La Fontaine,Jean de,French,1621-1695.
La Place,Viana,American,1951- .
La Rochefoucauld,François,duc de,French,1613-1680.
Laclos,Pierre Choderlos de,French,1741-1803.
Laforgue,Jules,French,1860-1887.
Lagerkvist,Pär,Swedish,1891-1974. Nobel Laureate
Lagerlöf,Selma,Swedish,1858-1940. Nobel Laureate
Works.
Laing,R. D.,Scottish,1927-1989.
Lamartine,Alphonse de,French,1790-1869.
Lamb,Charles,English,1775-1834.
Lame Deer (John Fire),Native American,1903?-1976.
Lamott,Anne,American,1954- .
Lampedusa,Giuseppe Tomasi,prince of,Italian,1896-1957.
Landolfi,Tommaso,Italian,1908-1979.
Landor,Walter Savage,English,1775-1864.
Lanier,Sidney,American,1842-1881.
Various Authors,Indians writing in Sanskrit,5th C (Chinese translation).
Lao She,Chinese,1899-1966.
Lao-tzu (Laozi),Chinese,ca. 604-ca. 531 BCE.
Larkin,Philip,English,1922-1985.
Lasch,Christopher,American,1932-1994.
Various Authors,American.
Lavoisier,Antoine Laurent,French,1743-1794.
Lawrence,D. H.,English,1885-1930.
Lawrence,T. E.,English,1888-1935.
Anonymous,Icelandic,fl. 1245.
Laxness,Halldór,See Halldór Laxness
Anonymous,Spanish,1554.
Le Carre,John,English,1931- .
Le Clèzio,Jean-Marie Gustave,French,1940- . Nobel Laureate
Works.
Le Corbusier,French,1887-1965.
Le Roy Ladurie,Emmanuel,French,1929- .
Le Sueur,Meridel,American,1900-1996.
Leach,Bernard,English,1887-1979.
Lear,Edward,English,1812-1888.
Leary,Timothy,American,1920-1996.
Leavis,F. R.,English,1895-1978.
Leavitt,Helen,American,1932- .
Leblanc,Adrian Nicole,American,1964- .
Lee,Harper,American,1926-2016.
Lee,Chang-rae,American,1965- .
Lee,Li-Young,American,1957- .
Lefebvre,Georges,French,1874-1959.
Lefebvre,Henri,French,1901-1991.
Anonymous,Hawaiian,First pub. 1891.
LeGuin,Ursula K.,American,1929- .
Lehman,Godfrey,American,1925?-.
Leib,Mani,Ukrainian-American writing in Yiddish,1883-1953.
Leibniz,Gottfried Wilhelm von,German,1646-1716.
Leino,Eino,Finnish,German,1878-1926.
Leiris,Michel,French,1901-1990.
Leivick,H. (Leivick Halpern),Russian-American writing in Yiddish,1888-1962.
Lem,Stanislaw,Polish,1921- .
L'Engle,Madeleine,American,1918-2007.
Lenin,Vladimir Ilyich,Russian,1870-1924.
Lennox,Charlotte,English,1729?-1804.
Leo XIII (Pope),Italian writing in Latin,1810-1903.
Leon,Fray Luis de,Spanish,ca. 1528-1591 .
Leonard,Elmore,American,1925- .
Leonardo da Vinci,Italian,1452-1519.
Leopardi,Giacomo,Italian,1798-1837.
Leopold,Aldo,American,1913-1983.
Lermontov,Mikhail,Russian,1814-1841.
Leskov,Nikolai Semyonovich,Russian,1831-1895.
Lessing,Doris,English (childhood in Rhodesia),1919-2013. Nobel Laureate
Lessing,Gotthold,German,1729-1781.
Letham,Jonathan,American,1964- .
Levi,Carlo,Italian,1902-1975.
Levi,Primo,Italian,1919-1987.
Levine,Philip,American,1928-2015.
Lévi-Strauss,Claude,French,1908-2009.
Lewes,George Henry,English,1817-1878.
Lewis,C. S.,English,1898-1963.
Lewis,Sinclair,American,1885-1951. Nobel Laureate
Lezama Lima,José,Cuban,1912-1976.
Li Bai (Li Po),Chinese,701-762.
Li He (Li Ho),Chinese,791-817.
Li Yu,Chinese,1125-1210.
Liebling,A. J.,American,1904-1963.
Various Authors,Byelorussian,19th-20th C.
Lin Yutang,Chinese,1895-1976.
Lincoln,Abraham,American,1809-1865.
(See also Lincoln,Abraham and Stephen Douglas)
Lincoln,Abraham and Stephen Douglas,American,1809-1865 and 1813-1861.
(See also Lincoln,Abraham)
Lindgren,Astrid,Swedish,1907-2002.
Lindsay,David,English,1876-1945.
Lindsay,Vachel,American,1879-1931.
Linebaugh,Peter,American,1942- .
Linji Yixuan,Chinese,d. 867.
Linnaeus,Carolus,Swedish writing in Latin,1707-1778.
Lippmann,Walter,American,1889-1974.
Lispector,Clarice,Brazilian,1925-1977.
Lissitzky,El,Russian writing in German,1890-1941.
Various Authors,Japanese,1868-1912.
Liu E,Chinese,1857-1909.
Livy,Roman,59 BCE-17 CE .
Lobachevsky,Nikolai Ivanovich,Russian,1792-1856.
Locke,John,English,1632-1688.
Lodge,David,English,1935- .
London,Jack,American,1876-1916.
Lonergan,Bernard,Canadian,1904-1984.
Longfellow,Henry Wadsworth,American,1807-1882.
Longinus,Greek,1st C CE.
Lönnrot,Elias,Finnish,1802-1884.
Loos,Adolf,Austrian,1870-1933.
Lord,Albert Bates,American,1912-1991.
Lorenz,Konrad,Austrian,1903-1989.
Anonymous,Indian writing in Sanskrit,ca. 255.
Lovelace,Richard,English,1618-1657.
Lowell,Robert,American,1917-1977.
Lowry,Malcolm,English,1909-1957.
Lu Xun (Lu Hsün),Chinese,1881-1936.
Lucan,Roman,39-65 CE.
Lucian,Syrian Greek,ca. 115-ca. 180 .
Lucretius,Roman,ca. 100-ca. 50 BCE.
Luis de León,Fray,Spanish,ca. 1528-1591.
Lukács,Georg,Hungarian writing in German,1885-1971.
Lumumba,Patrice,Congolese,1925-1961.
Luo Guanzhong (Luo Kuan-chung),Chinese,ca. 1330-1400.
Lustig,Arnost,Czech,1926- .
Luther,Martin,German,1483-1546.
Luxemburg,Rosa,German,1870-1919.
Lyell,Charles,English,1797-1875.
Lynton,Norbert,English,1927- .
Lysohorsky,Ondra,Czech writing in Lachian,1905-1989.
Various Authors,Welsh (Celtic),14th C.
Macaulay,Thomas Babington,English,1800-1859.
MacDiarmid,Hugh,Scottish,1892-1978.
Macdonald,George,Scottish,1824-1905.
Machado,Antonio,Spanish,1875-1939.
Machiavelli,Niccolò,Italian,1469-1527.
MacInnes,Colin,English,1914-1976.
Mack,David,American,1972- .
Mackey,Nathaniel,American,1947- .
MacKinnon,Catharine,American,1946- .
MacLachlan,Patricia,American,1938- .
MacLean,Norman,American,1902-1990.
MacLean,Fitzroy,Scottish,1911-1996.
MacNeice,Louis,English,1907-1963.
Macpherson,Jay,Canadian,1931- .
Madison,James,See Hamilton,Alexander
Maeterlinck,Maurice,Belgian,1862-1949. Nobel Laureate
Mahabharata,See Vyasa
Various Authors,Indians writing in Pali,480 BCEff.
Various Authors,Indians writing in Pali,4th C BCE?.
Mahfuz,Najib (Mahfouz,Naguib),Egyptian (Arabic),1911?-2006. Nobel Laureate
Mahler-Werfel,Alma,Austrian,1879-1964.
Mailer,Norman,American,1923-2007.
Maimonides,Jew in Islamic Spain and Egypt writing in Arabic and Hebrew,1135-1204.
Malamud,Bernard,American,1914-1986.
Malcolm X,See X,Malcolm
Malcolm,Janet,American,1935?- .
Mallarmé,Stéphane,French,1842-1898.
Malone,Dumas,American,1892-1986.
Malory,Thomas,English,d. 1471.
Malouf,David,Australian,1934- .
Malraux,André,French,1901-1975.
Malthus,Thomas,English,1766-1834.
Mamet,David,American,1947- .
Manchester,William,American,1922-2004.
Mandelshtam,Osip Emilievich,Russian,1891-1938.
Mann,Thomas,German,1875-1955. Nobel Laureate
Manning,Olivia,English,1915-1980.
Manrique,Jorge,Spanish,ca. 1440-ca. 1479.
Mansfield,Katherine,New Zealander,1888-1923.
Manu,Indian writing in Sanskrit,2nd Millennium BCE? .
Various Authors,Japanese,7th-8th C.
Manzoni,Alessandro,Italian,1785-1873.
Mao Zedong (Mao Tse-tung),Chinese,1893-1976.
Marcos,Subcomandante,Mexican,1957- .
Marcus Aurelius,Roman writing in Greek,121-180.
Marcuse,Herbert,German-American writing in English,1898-1979.
Marek,George R.,Austrian,1902-1987.
Marguerite de Navarre,French,1492-1549.
Margulis,Lynn and Dorion Sagan,American,1938- and 1959-.
Maritain,Jacques,French,1882-1973.
Marivaux,Pierre Carlet de Chamblin de,French,1688-1763.
Markham,Beryl,English,1902-1986.
Marlowe,Christopher,English,1564-1593.
Marquand,John P.,American,1893-1960.
Marsh,Dave,American,1950- .
Marston,John,English,ca. 1575-1634.
Martial,Roman,ca. 42-ca. 102 CE.
Martin of Dacia (a.k.a. Martin of Denmark),Danish writing in Latin,d. 1304.
Martin Du Gard,Roger,French,1881-1958. Nobel Laureate
Works.
Martinson,Harry,Swedish,1904-1978. Nobel Laureate
Works.
Marvell,Andrew,English,1621-1678.
Marx,Karl,German,1818-1883.
(See also Marx,Karl and Friedrich Engels)
Marx,Karl and Friedrich Engels,German,1818-1883 and 1820-1895.
(See also Marx,Karl and Friedrich Engels)
Marx,Leo,American,1919- .
Maslow,Abraham,American,1908-1970.
Massinger,Philip,English,1583-1640.
